countrycode,year,rgdpe,avh,hc,rgdpe_pct_change_1y,rgdpe_pct_change_2y,rgdpe_pct_change_3y,rgdpe_pct_change_5y,rgdpe_pct_change_10y,rgdpe_acceleration,rgdpe_zscore_3y,rgdpe_zscore_5y,rgdpe_zscore_10y,rgdpe_vs_global,rgdpe_percentile,rgdpe_lag1,rgdpe_lag2,avh_pct_change_1y,avh_pct_change_2y,avh_pct_change_3y,avh_pct_change_5y,avh_pct_change_10y,avh_acceleration,avh_zscore_3y,avh_zscore_5y,avh_zscore_10y,avh_vs_global,avh_percentile,avh_lag1,avh_lag2,hc_pct_change_1y,hc_pct_change_2y,hc_pct_change_3y,hc_pct_change_5y,hc_pct_change_10y,hc_acceleration,hc_zscore_3y,hc_zscore_5y,hc_zscore_10y,hc_vs_global,hc_percentile,hc_lag1,hc_lag2,recession,recession_last_year,recession_next_year
CAN,1967,431054.96875,2014.06,2.77060008049011,2.9778083201162264,9.738477517101686,17.116521172700395,31.46240904260642,59.14090330711743,-3.5873626689276294,0.8665550115826663,1.124554503668106,1.5525094499538663,-504678.672265625,60.0,418590.15625,392802.03125,-0.4768469790632057,-1.7622756915212756,-2.624326754788875,-3.847420810159219,-6.471131832767563,0.8147406298901094,-0.8157415608823753,-1.178421087187584,-1.5649486828916443,-32.7466666666669,66.66666666666666,2023.71,2050.19,0.7491287748610409,1.5038649375186397,2.264252327771654,3.8021692201833712,6.798849255842088,4.5175742480196845e-06,1.001242558883495,1.2696269016681925,1.54916543976653,0.4332618832588193,80.0,2.74999904632568,2.72955131530762,0,0,0
CAN,1968,450912.21875,1989.6,2.79135537147522,4.606663056821558,7.721648972723538,14.793759420000452,31.040813918967558,63.385091831419714,1.6288547367053319,1.0669753839866658,1.1893075035110254,1.507917844995539,-538453.537890625,60.0,431054.96875,418590.15625,-1.214462329821353,-1.6855181819529497,-2.955335846921514,-4.334655607645155,-6.933666381330605,-0.7376153507581473,-1.1103722974356085,-1.284138450373808,-1.6380158845873716,-46.038888888889005,66.66666666666666,2014.06,2023.71,0.7491261958470163,1.5038668906011798,2.2642569795627843,3.8021719756133443,7.11461090899439,-2.579014024561843e-06,1.0012409933967252,1.269627000652071,1.51895849062063,0.43500416278839227,80.0,2.77060008049011,2.74999904632568,0,0,0
CAN,1969,473837.84375,1970.31,2.81226634979248,5.084276727641912,9.925155282182319,13.19851570207582,28.74051776018085,64.22303115110266,0.4776136708203538,1.023029913450247,1.308132485686701,1.5029402327309276,-563979.241015625,60.0,450912.21875,431054.96875,-0.9695416164053006,-2.172229228523481,-2.638717998132145,-4.739549590492864,-7.6965239389112705,0.24492071341605248,-0.9583815624237364,-1.2721806833938116,-1.6150118636158186,-71.08625000000006,50.0,1989.6,2014.06,0.7491335044956582,1.503871655666722,2.264266365837342,3.8021754324085055,7.43129857029976,7.308648641846105e-06,1.0012431807005286,1.2696282853986456,1.5011036637864057,0.436735713481903,80.0,2.79135537147522,2.77060008049011,0,0,0
CAN,1970,485187.8125,1952.6,2.83333349227905,2.395327620980048,7.601389433406203,12.558222889061632,23.51968011876211,62.8962357102606,-2.6889491066618643,0.8710224460840382,1.1885640930276051,1.3770169585282714,-586810.708984375,60.0,473837.84375,450912.21875,-0.8988433292223097,-1.859670285484516,-3.0515476202297886,-4.760046629824554,-7.930101189185123,0.07069828718299087,-0.9854663082089976,-1.2659097328422217,-1.5675489374414242,-52.12333333333322,66.66666666666666,1970.31,1989.6,0.7491161883768527,1.5038615732272165,2.2642535900685656,3.802169843424763,7.748908399489207,-1.7316118805510428e-05,1.0012377347329213,1.2696220981918143,1.5010999496243118,0.43845553398131987,80.0,2.81226634979248,2.79135537147522,0,0,0
CAN,1971,508815.5,1938.79,2.85760188102722,4.869802351022567,7.381777692803793,12.841364425767177,21.55457848275666,64.87575709798506,2.4744747300425196,1.0947504432441115,1.2892156636569037,1.447277181149222,-609796.7476562499,60.0,485187.8125,473837.84375,-0.7072621120557177,-1.599748262963696,-2.5537796542018487,-4.196253415756212,-7.505772570272695,0.19158121716659204,-0.9563193454489229,-1.1499143103593734,-1.4514728036062559,-45.48888888888882,66.66666666666666,1952.6,1970.31,0.856531319532361,1.6120639226823386,2.3732739381366885,3.9128317097167686,7.86377342872322,0.10741513115550827,1.0226879168736025,1.304485399585095,1.5324051866270623,0.4440337538719179,80.0,2.83333349227905,2.81226634979248,0,0,0
CAN,1972,539847.8125,1923.77,2.88207769393921,6.098932225924725,11.265740521872658,13.93091953728105,25.238740215774392,64.64186494226855,1.2291298749021573,1.0419735893915294,1.4136443315694287,1.57697261260655,-645536.9886718751,60.0,508815.5,485187.8125,-0.7747099995357942,-1.4764928812864841,-2.36206485273891,-4.482984618134511,-8.157926145179395,-0.06744788748007657,-1.0136924979192528,-1.2081000519640939,-1.4096909057660687,-49.91333333333341,66.66666666666666,1938.79,1952.6,0.8565158454890032,1.7203834914947258,2.482387351108528,4.023590926532417,7.978743882470485,-1.5474043357777134e-05,1.0014154313090669,1.302775990412387,1.5487839365006677,0.44961662292480487,80.0,2.85760188102722,2.83333349227905,0,0,0
CAN,1973,586410.625,1924.48,2.90676331520081,8.625173877128557,15.250149612187514,20.86260410755887,30.049841325130423,70.41837057277674,2.526241651203832,1.0596645412160584,1.4869229322661228,1.7936989227908342,-676851.8023437499,60.0,539847.8125,508815.5,0.03690669882574493,-0.7380892205963496,-1.4401311072416156,-3.2730197024527508,-7.465801178026199,0.8116166983615392,-0.5349519912484377,-0.8856878178868332,-1.1743079332859696,-37.28888888888878,66.66666666666666,1923.77,1938.79,0.8565217139535175,1.720373803642583,2.591640663616168,4.134476924899655,8.093848823489736,5.868464514335869e-06,1.0014195409760156,1.28581696329248,1.5534801202892081,0.45520434379578,80.0,2.88207769393921,2.85760188102722,0,0,0
CAN,1974,619732.625,1911.55,2.93166065216064,5.682366345255074,14.797654199997346,21.799085326606594,30.79002303728511,68.37975283686065,-2.9428075318734823,0.9404540802614806,1.300589867820878,1.7521793051460524,-627877.671875,60.0,586410.625,539847.8125,-0.6718698037911586,-0.635211069930397,-1.4050000257892825,-2.9822718252457747,-7.580475163657818,-0.7087765026169035,-1.153322620189728,-1.1834565853799204,-1.2214427914249126,-29.07777777777801,66.66666666666666,1924.48,1923.77,0.8565312775770328,1.7203893679098137,2.591640620939062,4.245483447077136,8.209079608097358,9.56362351534068e-06,1.0014202665530703,1.2703003778814117,1.549866735858764,0.4607966184616039,80.0,2.90676331520081,2.88207769393921,0,0,0
CAN,1975,626348.0625,1896.68,2.9567711353302,1.0674663932692008,6.810490089602306,16.023080578843697,29.09393978233945,59.45642147185306,-4.6148999519858735,0.724943463998706,0.9839987161609492,1.4749992669519971,-635556.2593749999,50.0,619732.625,586410.625,-0.7779027490779633,-1.4445460591952064,-1.408172494632931,-2.8638738092799265,-7.4875987103634305,-0.10603294528680474,-1.0224318823422394,-1.4164038470246607,-1.3276210574475196,-14.492222222222154,66.66666666666666,1911.55,1924.48,0.8565276186059734,1.720395323137458,2.591652596599503,4.356622451523018,8.324438479991446,-3.658971059472549e-06,1.0014177204276684,1.2703006738185763,1.5410706760477129,0.4663927435874933,80.0,2.93166065216064,2.90676331520081,0,0,0
CAN,1976,665228.1875,1885.63,2.98209643363953,6.207431191662693,7.341159826788202,13.440677767392085,30.74055084799894,58.92112548931925,5.139964798393493,1.144198190010318,1.2263771281055735,1.5518622404363869,-666041.8484375,50.0,626348.0625,619732.625,-0.5825969588965974,-1.3559676702152634,-2.0187271366810755,-2.741916349888329,-6.823112007155174,0.19530579018136596,-0.9474509230807725,-1.3380724478864288,-1.3427298460690893,-24.08222222222207,66.66666666666666,1896.68,1911.55,0.8565187209358172,1.720382658945141,2.5916495520900584,4.356609415709034,8.439907920112155,-8.897670156216009e-06,1.0014166993998728,1.2702957923180378,1.5298178155747701,0.471749603748326,80.0,2.9567711353302,2.93166065216064,0,0,0
CAN,1977,680218.5,1865.34,3.00763869285584,2.253409098062309,8.600719108953903,9.759995288290657,26.00189984098529,57.803192008791804,-3.9540220936003845,0.8255476228025272,1.1900932479798718,1.40433128636376,-714013.51640625,50.0,665228.1875,626348.0625,-1.076032943896743,-1.6523609675854756,-2.4174099552718986,-3.0372653695608154,-7.384089848365994,-0.49343598500014574,-1.0827032601739455,-1.3708085528717922,-1.5768241599614676,-36.87333333333322,66.66666666666666,1885.63,1896.68,0.8565202294661178,1.7203752065159117,2.591638313909339,4.356613951826316,8.555497202028462,1.508530300675659e-06,1.0014187009670767,1.2702953907861332,1.5184343733065258,0.47714090347290394,80.0,2.98209643363953,2.9567711353302,0,0,0
CAN,1978,700081.4375,1862.94,3.03339982032776,2.9200819295564617,5.23929241949026,11.771949083022836,19.384166598277442,55.25891922838917,0.6666728314941528,1.0432085809833145,1.2077046483210123,1.3467780294530862,-782025.8179687499,50.0,680218.5,665228.1875,-0.12866287111196195,-1.203311360128978,-1.7788978636354091,-3.197746923844358,-6.366103739445106,0.9473700727847811,-0.670937091125478,-1.03828419786941,-1.4026217229501547,-32.32999999999993,66.66666666666666,1865.34,1885.63,0.8565233428174723,1.7203798679849003,2.591633964561213,4.356615637217831,8.671215830344824,3.1133513545000824e-06,1.0014190143827046,1.2702981402520206,1.5089405399227436,0.4825666308403034,80.0,3.00763869285584,2.98209643363953,0,0,0
CAN,1979,736555.3125,1869.29,3.05938172340393,5.20994744986365,8.282164113442958,10.722204251154043,18.850498228974153,55.44459401360342,2.2898655203071883,1.0827076775652416,1.3422334784283612,1.4486262593137067,-803883.29296875,50.0,700081.4375,680218.5,0.34085907221916845,0.21175764203844594,-0.8665538838478426,-2.2107713635531323,-5.127111977303067,0.4695219433311304,1.07078384573636,-0.4587584491521998,-1.0572426318514483,-22.581111111111113,66.66666666666666,1862.94,1865.34,0.8565274812128987,1.720387181844596,2.591642875548339,4.356611709106217,8.787054385146886,4.138395426345198e-06,1.001419218104355,1.270300433884389,1.503216071810593,0.48817406892776427,80.0,3.03339982032776,3.00763869285584,0,0,0
CAN,1980,749561.0625,1860.23,3.08558583259583,1.765753335734721,7.067695606484348,10.194160038281819,19.671650217645563,54.48884806849925,-3.444194114128929,0.8120059827962111,1.1998860242905858,1.3502045930286426,-791173.4328125,60.0,736555.3125,700081.4375,-0.484675999978601,-0.14546898987621848,-0.2739446964092229,-1.921779108758459,-4.730615589470444,-0.8255350721977694,-0.8436781765286457,-0.842258524312798,-1.146846586763438,-25.235555555555493,66.66666666666666,1869.29,1862.94,0.8565164978087347,1.7203802782064903,2.591639079692021,4.3566002023773365,8.903023276440214,-1.0983404163944499e-05,1.0014162950574665,1.2702965043168508,1.5032142468902052,0.49445446729660514,80.0,3.05938172340393,3.03339982032776,0,0,0
CAN,1981,768746.75,1844.85,3.10549879074097,2.559589666518991,4.370539042171395,9.80818927940794,15.561361416303487,51.08556048312207,0.79383633078427,1.0575156967309476,1.1507393041098601,1.3637701650740701,-803828.828125,50.0,749561.0625,736555.3125,-0.8267794842573339,-1.3074482825029876,-0.971045766369294,-2.1626724224794946,-4.845290103621336,-0.34210348427873294,-1.0742904971041405,-1.6723628056183506,-1.3965078896924183,-25.464444444444325,66.66666666666666,1860.23,1869.29,0.6453542123113554,1.5073982754178372,2.3768370371110237,4.138107530977209,8.674998129012934,-0.21116228549737937,0.9515808144488294,1.202711825851289,1.4473902642332193,0.494251620769504,80.0,3.08558583259583,3.05938172340393,0,0,1
CAN,1982,738713.9375,1819.9,3.12554049491882,-3.9067238333040155,-1.4471302663216945,0.2930703184630179,8.599506996648865,36.8374420337213,-6.4663134998230065,-0.8960114995094136,-0.0007081305811355143,0.8298060400419982,-820321.9351562499,50.0,768746.75,749561.0625,-1.3524134753502892,-2.168011482451093,-2.642179651097465,-2.4360170263866054,-5.3992940944083685,-0.5256339910929553,-1.0691109004031316,-1.593957433460234,-1.7336161627509385,-41.87444444444441,66.66666666666666,1844.85,1860.23,0.6453618413120754,1.2948809234510028,2.1624882899960784,3.920078643190661,8.447475288108786,7.629000720044132e-06,1.0010723686434986,1.1955448754026163,1.4138309712434092,0.49393535852431913,80.0,3.10549879074097,3.08558583259583,1,0,0
CAN,1983,765756.375,1811.85,3.14571118354797,3.660745537239851,-0.3889935144441248,2.1606395142757195,9.381042544782513,30.583646058595892,7.567469370543867,0.48461062353722556,0.9308484110929625,1.0964289271503258,-847553.8382812501,50.0,738713.9375,768746.75,-0.44233199626354525,-1.78876331409058,-2.6007536702450818,-2.742439370028027,-5.852490023279023,0.910081479086744,-0.7952593113784362,-1.1797783516445428,-1.624750066731574,-43.14333333333366,55.55555555555556,1819.9,1844.85,0.6453504173739244,1.294877104022496,1.9485878602689244,3.7024912597270143,8.220410210132734,-1.1423938151011725e-05,1.0010674766139465,1.2285277762073523,1.398540490433793,0.4935016870498621,80.0,3.12554049491882,3.10549879074097,0,1,0
CAN,1984,816046.6875,1821.9,3.16601204872131,6.5674036993815355,10.468565174459021,6.15286341047947,10.79231575021733,31.677219268551493,2.9066581621416843,1.084000823709875,1.6295528785824016,1.6166003625933447,-898046.6499999999,50.0,765756.375,738713.9375,0.5546816789469444,0.10989614814000959,-1.24400357752662,-2.535187156620955,-4.6899113285030385,0.9970136752104897,0.7550334288764124,-0.4898302385954868,-1.1179057465860505,-39.56222222222209,55.55555555555556,1811.85,1819.9,0.6453505738070575,1.2948657638025995,1.9485841746504695,3.485355374312049,7.993810483759511,1.5643313311386464e-07,1.0010704387979117,1.2689726308963583,1.3985798446697872,0.4929472088813749,80.0,3.14571118354797,3.12554049491882,0,0,0
CAN,1985,860831.875,1833.43,3.18644404411316,5.488066820931747,12.415894023735685,16.53115384735786,14.844796250338854,37.43666286187322,-1.079336878449788,0.9801515685582995,1.4634594155973963,1.887321467966045,-932372.59765625,50.0,816046.6875,765756.375,0.6328558098688264,1.1910478240472422,0.7434474421671444,-1.4406820661961084,-3.334774447982791,0.07817413092188197,1.0220597786628292,0.5467101713545882,-0.568530013388929,-23.574444444444453,55.55555555555556,1821.9,1811.85,0.6453543156951014,1.294869687281608,1.948576551586867,3.2686892210831875,7.767693144681309,3.741888043862218e-06,1.001071362030182,1.2689748485139773,1.4111607974754743,0.49226835966110416,80.0,3.16601204872131,3.14571118354797,0,0,0
CAN,1986,876912.0625,1833.76,3.20700788497925,1.8679823513737759,7.458565291952124,14.515803084238122,14.070344037226823,31.821242541680483,-3.6200844695579715,0.8131891024724217,1.0982706917674465,1.6713583018901481,-997182.7406250001,50.0,860831.875,816046.6875,0.01799905095911658,0.6509687688676546,1.2092612523111779,-0.6011328834322538,-2.750804770819304,-0.6148567589097098,0.6016074694897935,1.0212292745600788,-0.40690344149325064,-17.122222222222035,66.66666666666666,1833.43,1821.9,0.6453538986219032,1.2948730335532677,1.948580077912454,3.2686888992173646,7.542058291697318,-4.170731982000575e-07,1.0010702975994483,1.2689768573994353,1.432882660035104,0.492623269557956,80.0,3.18644404411316,3.16601204872131,0,0,0
CAN,1987,927151.5625,1849.68,3.22770428657532,5.729137749202762,7.704139382617536,13.615014520845037,25.5088763639308,36.302020968262404,3.861155397828986,1.1230834433901196,1.2689043629117638,1.8200420216818554,-1034303.50390625,50.0,876912.0625,860831.875,0.8681615914841734,0.8863169032905516,1.5247818211757025,1.6363536458047223,-0.8395252340055892,0.8501625405250568,1.1545183236047625,1.3758187028740336,0.450476065299839,2.90777777777771,66.66666666666666,1833.76,1833.43,0.645349258198169,1.294867943417577,1.9485787452680814,3.2686759881238814,7.316889300640073,-4.6404237341590715e-06,1.0010692097229534,1.268974276055778,1.4590834199166702,0.4928781390190151,80.0,3.20700788497925,3.18644404411316,0,0,0
CAN,1988,981590.5625,1856.24,3.24853444099426,5.871639783813665,11.93717186436809,14.028138479421436,28.185751310264973,40.21091117703004,0.14250203461090294,1.0131009707969731,1.3985766389843168,1.85347355632555,-1092029.80859375,50.0,927151.5625,876912.0625,0.3546559404870031,1.2258965186283888,1.2441162193266075,2.449982062532774,-0.3596465801367743,-0.5135056509971703,0.8373552038204528,1.248792380690717,0.8481192817837367,11.031111111110931,66.66666666666666,1849.68,1833.76,0.6453551059673268,1.2948691585545902,1.9485795457732769,3.2686807989256605,7.092194679541275,5.847769157796279e-06,1.0010719019576666,1.2689759349718703,1.48355250889624,0.493030059337614,80.0,3.22770428657532,3.20700788497925,0,0,0
CAN,1989,1016160.0625,1852.91,3.26949906349182,3.5217840636074804,9.600210321599922,15.879357344340338,24.522294871762472,37.96113411373976,-2.3498557202061843,0.9179965915378929,1.2585022764975697,1.6690228211788354,-1146635.6218750002,50.0,981590.5625,927151.5625,-0.17939490583114281,0.17462479996539493,1.0443024168920845,1.7020692683462402,-0.876268529762636,-0.5340508463181459,-0.010162208056803877,0.7102963957771355,0.8592917775055595,15.7800000000002,66.66666666666666,1856.24,1849.68,0.6453563253940198,1.2948762713589579,1.948582003968924,3.2686867004282583,6.867967422323118,1.2194266929554942e-06,1.0010707201732987,1.2689773956811563,1.4990574029957269,0.49307522773742596,80.0,3.24853444099426,3.22770428657532,0,0,1
CAN,1990,1013919.1875,1845.24,3.29059886932373,-0.22052382126560577,3.2934938695480698,9.358515749683583,17.783648229800963,35.26839082573077,-3.742307884873086,0.5184601962644508,0.8444362671635155,1.3110489297302559,-1208997.1625,50.0,1016160.0625,981590.5625,-0.4139434726997071,-0.5925957850277941,-0.24004152069547757,0.6441478540222478,-0.8058143347865587,-0.2345485668685643,-1.1032539163910045,-0.26668704394687104,0.542326100117196,19.016666666666424,66.66666666666666,1852.91,1856.24,0.6453528636088723,1.2948740145293236,1.9485856560652604,3.2686852104932607,6.6442175927229785,-3.4617851474294525e-06,1.0010695171419655,1.2689757942034652,1.4990572962546351,0.49325715303421,80.0,3.26949906349182,3.24853444099426,1,0,1
CAN,1991,989368.1875,1822.9,3.31135082244873,-2.421396133210074,-2.636580199194749,0.7923492031332469,12.824105153645316,28.69884490568577,-2.2008723119444684,-1.1514152085874936,0.10363493136519414,0.8831123549838479,-1290148.146875,50.0,1013919.1875,1016160.0625,-1.2106826212308408,-1.6196145522448413,-1.7961039520751565,-0.5922258092662003,-1.18979862861478,-0.7967391485311337,-1.119224362202519,-1.7022119319978208,-0.7637850049792193,10.356666666666797,55.55555555555556,1845.24,1852.91,0.6306436593793929,1.2800663999032347,1.9336837147782893,3.253591547379542,6.628630232331978,-0.014709204229479411,0.9972180040373452,1.2631498224760522,1.4940250605768342,0.491560339927672,80.0,3.29059886932373,3.26949906349182,1,1,0
CAN,1992,998445.3125,1820.35,3.33223342895508,0.9174668353685966,-1.5261448043165649,-1.7433031127416454,7.68954644349209,35.15993970264031,3.338862968578671,-0.17176708648763397,-0.09626600388249026,0.8218853886654923,-1381966.5750000002,50.0,989368.1875,1013919.1875,-0.13988699325252485,-1.3488760269666833,-1.7572359153979478,-1.5856796851347332,0.024726633331484393,1.070795627978316,-0.6679513110180978,-1.1383647963735555,-0.9334433805824508,12.551111111110913,66.66666666666666,1822.9,1845.24,0.6306370912070092,1.2652578234157774,1.9187760646201202,3.238498111940369,6.613030110225093,-6.568172383758508e-06,1.0010443901010493,1.2630977076607122,1.491221667160726,0.4903433203697207,80.0,3.31135082244873,3.29059886932373,0,1,0
CAN,1993,1028337.625,1822.87,3.35324788093567,2.993885806840324,3.938820551575506,1.4220499698354816,4.762378967962011,34.29044257058911,2.0764189714717274,1.125732771392172,1.2414951989606822,1.0265503011845363,-1458941.94375,50.0,998445.3125,989368.1875,0.13843491636222893,-0.0016457293323890454,-1.212308426004216,-1.7977201223979722,0.6082181196015224,0.2783219096147538,0.5670716663986115,-0.6616534211792329,-0.931807282078129,22.788888888888778,55.55555555555556,1820.35,1822.9,0.6306416530722947,1.265255804456178,1.903878719341301,3.22340556467553,6.5974492023652465,4.561865285523936e-06,1.0010473114365417,1.265978686453418,1.4902203201487136,0.48902676105499276,80.0,3.33223342895508,3.31135082244873,0,0,0
CAN,1994,1084427.125,1829.63,3.37439489364624,5.454385664435835,8.611569549534037,9.608044679524319,6.718140676779449,32.88787781520159,2.4604998575955106,1.0849032831846965,1.641726119310456,1.5314464667297962,-1536816.421875,50.0,1028337.625,998445.3125,0.3708437793150443,0.5097920729530081,0.36919194689779555,-1.2564020918447216,0.42428234260936115,0.23240886295281538,1.1141855286747735,0.14135191135626174,-0.5296071257720928,30.801111111111368,55.55555555555556,1822.87,1820.35,0.6306426921432795,1.2652614407142826,1.903877739867177,3.208315039013687,6.581871506430037,1.039070984809598e-06,1.0010463908978946,1.2688841908575001,1.490601196828966,0.4876081824302676,80.0,3.35324788093567,3.33223342895508,0,0,0
CAN,1995,1133353.375,1823.21,3.39567494392395,4.511713961415342,10.212185905382976,13.511812896612696,11.779458261805509,31.657923912262188,-0.9426717030204923,0.976505985215394,1.4190969523751995,1.7797552096068348,-1644372.3578125,50.0,1084427.125,1028337.625,-0.35089061722862747,0.018651906060229706,0.15711264317301854,-1.193882638572763,-0.5574251539464337,-0.7217343965436718,-0.5321382242134974,-0.16815949849590048,-0.8903392421554551,21.367777777777746,55.55555555555556,1829.63,1822.87,0.6306330749189737,1.2652528084634795,1.9038736727626127,3.193220406770969,6.566281940438801,-9.617224305813465e-06,1.0010435852253972,1.2688807113741103,1.4919477786864221,0.48608511686324984,80.0,3.37439489364624,3.35324788093567,0,0,0
CAN,1996,1167337.625,1839.56,3.41708946228027,2.9985572681600736,7.6455575564840395,13.51696141624692,17.98819082203409,33.11912048193544,-1.5131566932552687,0.9348802009791967,1.2079627596231102,1.818756696847042,-1794900.7703125002,50.0,1133353.375,1084427.125,0.896769982613077,0.5427326836573432,0.915589153368046,0.9139283559163935,0.3162900270482494,1.2476605998417045,1.0634224352882948,1.6046881761934992,0.23517199559411112,28.30111111111114,55.55555555555556,1823.21,1829.63,0.6306409980330274,1.265251103669618,1.9038730094354417,3.193217677652971,6.550703485482057,7.923114053731695e-06,1.0010481903214201,1.2688827924879755,1.4938551305948613,0.48501759767531905,80.0,3.39567494392395,3.37439489364624,0,0,0
CAN,1997,1220548.0,1844.64,3.43863916397095,4.55826779334727,7.6935073317269564,12.552330337550345,22.244852544189797,31.644927255353682,1.5597105251871968,1.0649045123762544,1.2650876742438604,1.8768654645212524,-1867874.4484374998,50.0,1167337.625,1133353.375,0.27615299310705943,1.1753994328683959,0.8203844493148926,1.33435877715824,-0.27247956403269047,-0.6206169895060176,0.7891276602077706,1.2933179327441342,0.6540643174327541,35.27111111111117,55.55555555555556,1839.56,1823.21,0.6306449371184852,1.2652630406770227,1.9038752828152372,3.1932257233622696,6.535136390063712,3.93908545781585e-06,1.0010471538115635,1.268886083154063,1.4959059299075934,0.483843171596531,80.0,3.41708946228027,3.39567494392395,0,0,0
CAN,1998,1248118.125,1835.67,3.46032452583313,2.258831688716878,6.9200630794368445,10.126122402026638,21.372406752111207,27.152620724183052,-2.2994361046303924,0.8795511427667256,1.175401356770818,1.6416767460665178,-1957776.4874999998,50.0,1220548.0,1167337.625,-0.4862737444704668,-0.21146361086346044,0.6834100295632473,0.7021894046201904,-1.1081541180019805,-0.7624267375775262,-0.9529872031341899,0.13459023155756078,0.17086166170844175,26.29333333333352,55.55555555555556,1844.64,1839.56,0.6306379014521912,1.2652599245677632,1.9038801704168051,3.1932218762062314,6.519557932531828,-7.035666294008536e-06,1.0010442690531713,1.2688835766428375,1.4976791981356667,0.48255890607833907,80.0,3.43863916397095,3.41708946228027,0,0,0
CAN,1999,1321358.125,1835.77,3.48214673995972,5.868034325677307,8.259415033247365,13.194169081974039,21.848494429720212,30.034447698046595,3.609202636960429,1.1135497355727557,1.4135033174854537,1.7232429552769282,-2011083.0921875,50.0,1248118.125,1220548.0,0.005447602237862448,-0.4808526324919793,-0.20602752832198368,0.33558697660180936,-0.9250314370368828,0.49172134670832923,-0.5676147129021103,0.0,0.40039886760898696,29.330000000000155,55.55555555555556,1835.67,1844.64,0.63064068019274,1.2652556407962035,1.903879848554979,3.1932198130209866,6.5039834035245825,2.778740548770031e-06,1.0010468430160542,1.2688823478759503,1.4987669628508915,0.4811628341674816,80.0,3.46032452583313,3.43863916397095,0,0,0
CAN,2000,1401419.5,1825.59,3.50410676002502,6.05902166000607,12.28260145649276,14.818876439107687,23.652475116156957,38.21806681215409,0.1909873343287627,1.0144974488854277,1.4198812489263712,1.7376738836601489,-2084643.6124999998,50.0,1321358.125,1248118.125,-0.5545356989165362,-0.5491183055778115,-1.0327218319021725,0.13053899441095584,-1.064902126552647,-0.5599833011543986,-1.1546583436637157,-1.5240342247178114,-0.5288549789297388,17.214444444444553,55.55555555555556,1835.77,1835.67,0.6306460268688863,1.2652638174550646,1.9038809520935063,3.1932330947958443,6.488420472385603,5.346676146267271e-06,1.0010475241085357,1.2688851194739783,1.498769086573615,0.47965229749679006,70.0,3.48214673995972,3.46032452583313,0,0,0
CAN,2001,1402013.875,1807.79,3.51891613006592,0.04241235404531807,6.104003787769496,12.330223150953756,20.10354545027193,41.70800038989528,-6.016609305960752,0.5837438814231216,0.9887429847434153,1.394765676447563,-2170706.2546875,50.0,1401419.5,1321358.125,-0.9750272514639113,-1.5241560761969142,-1.5187915039195587,-1.7270434234273435,-0.8288990070766444,-0.42049155254737514,-1.0775406737702056,-1.570279383342223,-1.9164384244441868,5.864444444444416,55.55555555555556,1825.59,1835.77,0.4226289623891155,1.0559402820176755,1.6932401511873696,2.97992396481479,6.268297101292841,-0.20801706447977075,0.9293361748009284,1.1762178209706697,1.4240715184752641,0.477843737602234,70.0,3.50410676002502,3.48214673995972,0,0,0
CAN,2002,1414733.375,1789.77,3.53378772735596,0.9072306791543028,0.9500278110872618,7.066611861943173,15.909687697657127,41.69362681043185,0.8648183251089847,1.1537987352258678,0.7999163435613469,1.2357539459207465,-2259667.834375,50.0,1402013.875,1401419.5,-0.996797194364385,-1.962105401541414,-2.5057605255560333,-2.974564142596936,-1.6798967231576256,-0.021769942900473627,-1.00204097359857,-1.4654022096968522,-2.1884112125163404,0.3044444444444707,55.55555555555556,1807.79,1825.59,0.4226186911070684,0.8470337624852498,1.4830215741234776,2.7670412290405233,6.04862482470454,-1.0271282047114028e-05,1.0006981126110752,1.1622856261259997,1.3777370636900754,0.47589924335479994,80.0,3.51891613006592,3.50410676002502,0,0,0
CAN,2003,1457964.125,1775.24,3.54872250556946,3.05575246643206,3.990705869440836,4.0348107757884,16.812991959394875,41.77873974026769,2.1485217872777573,1.1272263478314437,1.183236372811362,1.3048683868003523,-2340602.0640625,50.0,1414733.375,1402013.875,-0.8118361577185929,-1.8005409920400006,-2.7580124781577453,-3.29198603234786,-2.612912604848394,0.1849610366457921,-0.962417874212745,-1.2689304078348176,-1.9929979059248208,-9.224444444444543,55.55555555555556,1789.77,1807.79,0.4226280514215919,0.8470328476678279,1.2732416161921112,2.55461529912564,5.8294117099164655,9.360314523476632e-06,1.0007058211822242,1.2067864247737035,1.354820142459328,0.47381680011749383,80.0,3.53378772735596,3.51891613006592,0,0,0
CAN,2004,1517660.25,1785.94,3.56372046470642,4.094485178090368,7.275354976339621,8.248589907856662,14.856087936039298,39.95041391093939,1.0387327116583078,1.048859814631042,1.584716935581614,1.4515430661649165,-2473612.875,50.0,1457964.125,1414733.375,0.6027354047903444,-0.21399397687971167,-1.2086580852864515,-2.7143923258360236,-2.3879144963735888,1.4145715625089372,0.30408361744749346,-0.5494309732650605,-1.2160473426953247,1.215555555555511,55.55555555555556,1775.24,1789.77,0.4226298087106617,0.8470440122575251,1.2732424696823008,2.3426274318251172,5.6106524881444075,1.7572890698147603e-06,1.000702844691655,1.2675802298998216,1.352214194906669,0.47159328460693306,80.0,3.54872250556946,3.53378772735596,0,0,0
