countrycode,year,rgdpe,avh,hc,rgdpe_pct_change_1y,rgdpe_pct_change_2y,rgdpe_pct_change_3y,rgdpe_pct_change_5y,rgdpe_pct_change_10y,rgdpe_acceleration,rgdpe_zscore_3y,rgdpe_zscore_5y,rgdpe_zscore_10y,rgdpe_vs_global,rgdpe_percentile,rgdpe_lag1,rgdpe_lag2,avh_pct_change_1y,avh_pct_change_2y,avh_pct_change_3y,avh_pct_change_5y,avh_pct_change_10y,avh_acceleration,avh_zscore_3y,avh_zscore_5y,avh_zscore_10y,avh_vs_global,avh_percentile,avh_lag1,avh_lag2,hc_pct_change_1y,hc_pct_change_2y,hc_pct_change_3y,hc_pct_change_5y,hc_pct_change_10y,hc_acceleration,hc_zscore_3y,hc_zscore_5y,hc_zscore_10y,hc_vs_global,hc_percentile,hc_lag1,hc_lag2,recession,recession_last_year,recession_next_year
AUS,1970,298448.15625,1815.62,2.96835780143738,3.149523125999387,11.037229744451427,19.957510180480618,33.13011386957856,66.70750127295398,-4.497343654777697,0.8506203099383516,1.1628672705288985,1.5702952624630486,-773550.365234375,40.0,289335.46875,268782.0625,-0.18471890839921734,-0.3687566535333753,-0.5526617042137083,-0.9189832247361585,-1.829723270576289,-0.000340581632540804,-1.0000000000019542,-1.2641588688209267,-1.4828328356144616,-189.10333333333324,22.22222222222222,1818.98,1822.34,0.7788912569084427,1.5638549282988468,2.3549238277545737,3.9555945394528225,8.067667528301016,-5.6545383708694885e-06,1.0012894087364053,1.2698129674256509,1.5016883842191284,0.57347984313965,90.0,2.94541621208191,2.92265176773071,0,0,0
AUS,1971,307636.4375,1798.2,2.99199271202087,3.0786858814779494,6.3251729312913785,14.455717259778078,28.686776997139553,67.37348334046283,-0.0708372445214378,1.0013740149213455,1.0539983312086287,1.4650320335891573,-810975.8101562499,40.0,298448.15625,289335.46875,-0.95945186768156,-1.142398487064178,-1.3246704786153973,-1.6882804470006674,-2.5920208011700585,-0.7747329592823426,-1.1415291436709485,-1.6753469741228246,-2.123547940898235,-186.07888888888874,22.22222222222222,1815.62,1818.98,0.7962284928065388,1.5813215038304573,2.372535279630661,3.9734831029472506,8.086249701239634,0.017337235898096104,1.0049247699650643,1.2754262575488116,1.5066025006628414,0.578424584865568,90.0,2.96835780143738,2.94541621208191,0,0,0
AUS,1972,322888.53125,1779.19,3.01581621170044,4.9578307023530055,8.189152617691864,11.596594999208865,29.781013765543452,65.9711014850193,1.879144820875056,1.0717622508514348,1.2580583823742093,1.4983358116085725,-862496.2699218751,40.0,307636.4375,298448.15625,-1.0571682793904968,-2.0064771262709113,-2.187489692025202,-2.5480497998039087,-3.4434289931836948,-0.09771641170893686,-1.014226497409492,-1.5328984551945206,-2.1962540530379484,-194.49333333333334,33.33333333333333,1798.2,1815.62,0.7962419020559386,1.598810299758302,2.3901545503061117,3.9913848922224826,8.104867426089157,1.3409249399742862e-05,1.0013219567390808,1.2753843431855763,1.5092936099046732,0.5833551406860349,90.0,2.99199271202087,2.96835780143738,0,0,0
AUS,1973,339850.59375,1766.72,3.03982925415039,5.253225450385202,10.471502176981229,13.87257271756055,26.440950184315227,60.98505474454852,0.2953947480321961,1.017216184610606,1.4065875947583977,1.521312784839841,-923411.8335937499,40.0,322888.53125,307636.4375,-0.7008807378638626,-1.7506395284173082,-2.6932948524470923,-3.052119802012787,-3.9429329505665356,0.3562875415266342,-0.9241258058130579,-1.2796616973013786,-1.948174278257531,-195.04888888888877,33.33333333333333,1779.19,1798.2,0.7962369310433148,1.5988188051838659,2.4077775488656084,4.009286625024866,8.123477151204472,-4.971012623755655e-06,1.0013181468583252,1.272623623388145,1.5102020743466986,0.5882702827453601,90.0,3.01581621170044,2.99199271202087,0,0,1
AUS,1974,328389.1875,1782.85,3.06403350830078,-3.37248380929156,1.7035774633138212,6.745868652181364,13.497729441440963,48.92240348504182,-8.62570925967676,-0.22959969432233734,0.5423295726577327,1.0415982447063534,-919221.109375,30.0,339850.59375,322888.53125,0.912991305922839,0.2057115878573823,-0.8536314091869723,-1.9862780239474964,-2.886946101261001,1.6138720437867016,0.78007142391342,-0.3004503937726996,-1.0299560870826683,-157.77777777777806,44.44444444444444,1766.72,1779.19,0.7962372925170991,1.5988141589421634,2.407786489267605,4.027182838619181,8.142080052561695,3.61473784238342e-07,1.0013192504025878,1.269921534954255,1.5097731146759399,0.5931694746017437,90.0,3.03982925415039,3.01581621170044,1,0,0
AUS,1975,329764.53125,1770.48,3.08843040466309,0.4188151749058511,-2.9677931083502807,2.1295274791522933,10.493070352147637,47.09955037780769,3.791298984197411,-0.46396920921532536,0.34357697716529545,0.9197929942283948,-932139.7906249999,30.0,328389.1875,339850.59375,-0.6938329079844041,0.21282376381090984,-0.48954861481910195,-2.4862030601116913,-3.3823384957925473,-1.606824213907243,-0.34007532291438397,-0.7320331974086719,-1.2529594522295597,-140.6922222222222,44.44444444444444,1782.85,1766.72,0.7962346461360958,1.5988118558416753,2.407779117339093,4.045085237620838,8.160686947849193,-2.6463810032240076e-06,1.0013186239102456,1.269919382971696,1.5084367798695808,0.598052012920383,90.0,3.06403350830078,3.03982925415039,0,1,0
AUS,1976,343436.875,1780.18,3.11302161216736,4.14609287972052,4.582272520772324,1.055252312620092,11.637255258489976,43.662385720220456,3.727277704814669,1.1507488792247356,1.242052414574139,1.1377186172463987,-987833.1609375,30.0,329764.53125,328389.1875,0.5478740228638479,-0.1497602153854749,0.7618637927911731,-1.0021132243354436,-2.6734751897128484,1.241706930848252,0.35999075095829974,0.6215447815975784,-0.6928160493481474,-129.53222222222212,44.44444444444444,1770.48,1782.85,0.7962364140419398,1.5988109703717779,2.407778592071841,4.045093414172918,8.179307620430777,1.7679058439412643e-06,1.0013195398571673,1.2699206642527348,1.5066083933549161,0.6026747822761562,90.0,3.08843040466309,3.06403350830078,0,0,0
AUS,1977,345856.90625,1781.86,3.13780879974365,0.7046509638779952,4.879959327038752,5.319212512135474,7.113406881031792,39.012865329014424,-3.4414419158425247,0.7111581748087108,1.054936685764198,1.1097898520829221,-1048375.11015625,30.0,343436.875,329764.53125,0.09437247918748781,0.6427635443495561,-0.0555290686260812,0.15006828950252515,-2.4018053250516314,-0.4535015436763601,0.7086686539707961,0.7432344503608402,-0.4738135253516145,-120.35333333333324,44.44444444444444,1780.18,1770.48,0.7962420652464663,1.5988184485558055,2.4077834411081245,4.045093582623394,8.197933728978946,5.651204526557763e-06,1.001320352364424,1.2699228258532196,1.5046829355163907,0.6073110103607142,90.0,3.11302161216736,3.08843040466309,0,0,0
AUS,1978,363166.5625,1782.66,3.16279315948486,5.00486066266026,5.744778425438435,10.12905515441178,6.860652645247889,35.115624577811985,4.300209698782265,1.1473768662644306,1.4881580967333168,1.582284245233379,-1118940.69296875,30.0,345856.90625,343436.875,0.044896905480795724,0.13931175499106718,0.6879490307713176,0.9022369136026054,-2.1774202399113096,-0.04947557370669209,0.8637802321382764,0.586267037938169,-0.2834132156145312,-112.6099999999999,44.44444444444444,1781.86,1780.18,0.7962358873890407,1.5988179177094608,2.407784702206439,4.045092505330117,8.216558483141089,-6.177857425626598e-06,1.0013178955196045,1.2699209899654162,1.5030340818349317,0.6119599699974034,90.0,3.13780879974365,3.11302161216736,0,0,0
AUS,1979,375676.375,1787.7,3.18797659873962,3.4446487622328936,8.621909295760965,9.387314626596233,14.39973948594151,29.84110680346721,-1.5602119004273662,0.9422852933796734,1.3418546147614272,1.7108275739753989,-1164762.23046875,30.0,363166.5625,345856.90625,0.282723570394805,0.32774741000978214,0.4224291925535528,0.2720363462994646,-1.7196450758117154,0.23782666491400928,1.1454484753583842,1.130547571980885,0.22690006545910918,-104.17111111111103,44.44444444444444,1782.66,1781.86,0.796240474317389,1.5988163141128497,2.407788827398294,4.045095789685904,8.23518203175302,4.586928348260244e-06,1.0013201296162042,1.2699212906500574,1.5020304037142878,0.6167689442634541,90.0,3.16279315948486,3.13780879974365,0,0,0
AUS,1980,387803.0,1785.37,3.21336030960083,3.227944530714777,6.783784644270496,12.128164276031427,17.59997308685697,29.939820996967548,-0.21670423151811669,0.9947753287452451,1.2918077429688855,1.7502186775855821,-1152931.4953125,30.0,375676.375,363166.5625,-0.13033506740505185,0.15202001503369367,0.1969851727969596,0.8410148660250361,-1.666097531421773,-0.41305863779985685,0.05021699484710261,0.6092388882011915,0.4419736379460779,-100.09555555555562,44.44444444444444,1787.7,1782.66,0.7962326596514524,1.5988130606747086,2.407779271425081,4.045093739172945,8.253806466484992,-7.814665936578535e-06,1.0013175516471557,1.269918887763997,1.50202827514287,0.6222289443016051,90.0,3.18797659873962,3.16279315948486,0,0,0
AUS,1981,406835.4375,1771.21,3.23260474205017,4.907759223110708,8.294123499248517,12.024475683936341,18.460033594237668,32.24553008289208,1.6798146923959312,1.0651919679120805,1.331576474466976,1.871221569971144,-1165740.140625,40.0,387803.0,375676.375,-0.793112912169458,-0.9224142753258335,-0.6422985875040643,-0.5038816299475335,-1.500945389834274,-0.6627778447644062,-1.1448193564531715,-1.6658218906165525,-1.0913342217556592,-99.1044444444442,44.44444444444444,1785.37,1787.7,0.5988880982889411,1.3998893005737312,2.2072762600979123,3.841384506147172,8.041865511991308,-0.19734456136251133,0.9511497029254112,1.2019738672964448,1.4460034034573563,0.6213575720787041,90.0,3.21336030960083,3.18797659873962,0,0,1
AUS,1982,397682.46875,1750.51,3.25196480751038,-2.24979633196285,2.5475483041647484,5.857726281031117,14.984683423536517,23.164011806318996,-7.157555555073558,0.025441605033084447,0.6606308733928448,1.2495946008800978,-1161353.40390625,40.0,406835.4375,387803.0,-1.1686925886823185,-1.9525364490273645,-2.0803266767354778,-1.7593974835284465,-1.6119694917350103,-0.3755796765128605,-1.0563572296888804,-1.6291462374237733,-2.244060438725067,-111.2644444444445,44.44444444444444,1771.21,1785.37,0.5988998657451505,1.2013747040507061,2.007173101460591,3.6380804265720768,7.830337767061413,1.1767456209454963e-05,1.0009969447894753,1.194719624027809,1.4122884838838938,0.620359671115879,90.0,3.23260474205017,3.21336030960083,1,0,0
AUS,1983,420198.40625,1734.47,3.27144050598145,5.661787800395723,3.2846127741760434,8.353572883654836,15.704045922454668,23.642098609692376,7.911584132358573,1.0561898029375034,1.317585421063841,1.534460146523413,-1193111.80703125,40.0,397682.46875,406835.4375,-0.916304391291678,-2.0742881984632033,-2.850949663095037,-2.7032636621677764,-1.8254165911972486,0.25238819739064056,-0.9551632852151912,-1.3672800572697983,-2.2135302686322347,-120.52333333333354,44.44444444444444,1750.51,1771.21,0.5988901978917882,1.2013768162280725,1.8074598172850065,3.4351707815849064,7.6192191227462125,-9.667853362316237e-06,1.000991016876784,1.2279052910060622,1.3968981817412696,0.6192310094833422,90.0,3.25196480751038,3.23260474205017,0,1,0
AUS,1984,435226.0,1753.62,3.29103326797485,3.5763090783974105,9.440579909898283,6.978389757406522,15.851309521393242,32.53359628352563,-2.085478721998313,0.9273852936566399,1.375546815370369,1.5575479999028734,-1278867.3375,40.0,420198.40625,397682.46875,1.1040836682098876,0.17766250978286102,-0.9931064074841567,-1.906360127538187,-1.6395097736769837,2.0203880595015655,0.722014355432563,-0.2753819267413272,-0.9070388247619876,-107.84222222222229,44.44444444444444,1734.47,1750.51,0.5989032035758068,1.2013801740486718,1.8074751040433101,3.2326670552090597,7.408527323839786,1.3005684018629893e-05,1.0009972917914838,1.2686879738680747,1.396911616853411,0.6179684281349149,90.0,3.27144050598145,3.25196480751038,0,0,0
